tx_id,customer_id,raw_amount,raw_timestamp,merchant_category,is_fraud_label
TX_1138,C_157,$394.92,02/03/2026 08:04:00,Crypto_Exchange,0
TX_1139,C_174,,03-05-2026 17:27,Crypto_Exchange,0
TX_1140,C_241,USD 329.13,07/03/2026 19:40:00,Gaming,0
TX_1141,C_297,-$9999.00,2026-03-06 18:38:00,Gaming,1
TX_1142,C_285,712.67,03-07-2026 14:21,Gaming,0
TX_1143,C_237,-$9999.00,03-07-2026 06:42,Crypto_Exchange,0
TX_1144,C_148,206.79,05/03/2026 08:34:00,Gaming,0
TX_1145,C_111,634.28,03-05-2026 08:06,,0
TX_1146,C_266,USD 423.55,01/03/2026 10:06:00,Utilities,0
TX_1147,C_184,$743.69,2026-03-06T00:13:00,Utilities,0
TX_1148,C_103,126.81,2026-03-02T18:09:00,Crypto_Exchange,0
TX_1149,C_167,531.65,2026-03-05T12:32:00,Gaming,0
TX_1150,C_272,,03-04-2026 14:28,Gaming,0
TX_1151,C_258,$203.38,04/03/2026 06:28:00,,0
TX_1152,C_125,599.79,03-02-2026 03:26,Travel,0
TX_1153,C_107,$279.10,2026-03-01 15:19:00,Dining,0
TX_1154,C_137,USD 453.84,07/03/2026 10:32:00,Travel,0
TX_1155,C_256,-$9999.00,03-03-2026 17:45,Utilities,0
TX_1156,C_218,219.61,2026-03-03T21:43:00,Gaming,0
TX_1157,C_173,466.88,03-01-2026 20:10,Dining,0
TX_1158,C_176,817.91,03-03-2026 20:17,Gaming,0
TX_1159,C_198,-$9999.00,2026-03-05 08:08:00,Utilities,0
TX_1160,C_279,23.54,2026-03-05 12:04:00,Retail,0
TX_1161,C_275,827.69,03-07-2026 21:35,Gaming,0
TX_1162,C_173,USD 517.97,05/03/2026 00:12:00,,0
TX_1163,C_164,643.46,2026-03-02T13:20:00,,0
TX_1164,C_179,-$9999.00,05/03/2026 03:37:00,Retail,0
TX_1165,C_183,356.1,03/03/2026 06:49:00,Gaming,0
TX_1166,C_193,,04/03/2026 02:25:00,Dining,0
TX_1167,C_223,635.84,2026-03-04T20:29:00,Crypto_Exchange,0
TX_1168,C_136,USD 731.82,2026-03-05 12:31:00,Retail,0
TX_1169,C_103,458.40,2026-03-06 04:11:00,,0
TX_1170,C_167,,2026-03-05T05:26:00,,0
TX_1171,C_106,,2026-03-07 09:18:00,Utilities,0
TX_1172,C_116,701.16,03-04-2026 10:31,Retail,0
TX_1173,C_109,846.56,2026-03-02T07:42:00,Travel,0
TX_1174,C_134,-$9999.00,03-07-2026 03:30,Utilities,0
TX_1175,C_139,-$9999.00,03-06-2026 13:37,Dining,1
TX_1176,C_194,USD 379.66,2026-03-03 16:28:00,Retail,0
TX_1177,C_194,,2026-03-05T01:56:00,Crypto_Exchange,0
TX_1178,C_131,-$9999.00,2026-03-03T09:55:00,Retail,0
TX_1179,C_162,USD 670.00,2026-03-03T08:02:00,Gaming,0
TX_1180,C_153,,2026-03-03 15:37:00,Gaming,0
TX_1181,C_252,$239.30,02/03/2026 15:30:00,Utilities,0
TX_1182,C_144,$563.59,01/03/2026 07:02:00,Retail,0
TX_1183,C_160,,2026-03-02 23:34:00,Retail,0
TX_1184,C_207,,03-01-2026 17:21,Crypto_Exchange,0
TX_1185,C_231,,06/03/2026 17:34:00,Utilities,1
TX_1186,C_300,445.63,2026-03-06T05:04:00,Retail,0
TX_1187,C_202,-$9999.00,03-06-2026 13:52,Retail,0
TX_1188,C_182,,2026-03-02 10:27:00,Utilities,0
TX_1189,C_240,279.78,2026-03-07 19:07:00,Crypto_Exchange,0
TX_1190,C_210,$675.17,02/03/2026 07:14:00,Crypto_Exchange,0
TX_1191,C_158,-$9999.00,03-06-2026 03:50,Crypto_Exchange,0
TX_1192,C_180,-$9999.00,2026-03-03 21:36:00,Travel,0
TX_1193,C_221,$82.08,2026-03-01T23:18:00,Crypto_Exchange,0
TX_1194,C_289,690.95,2026-03-07T07:55:00,Utilities,0
TX_1195,C_243,571.16,2026-03-05 16:10:00,Gaming,0
TX_1196,C_292,-$9999.00,2026-03-01 14:02:00,Utilities,0
TX_1197,C_126,,03-02-2026 18:15,Travel,0
TX_1198,C_189,,04/03/2026 04:04:00,Gaming,0
TX_1199,C_243,,2026-03-07T08:01:00,Utilities,0
TX_1200,C_277,29.47,2026-03-04 02:37:00,Dining,0
TX_1201,C_146,USD 483.54,2026-03-05T13:26:00,Travel,0
TX_1202,C_107,$635.46,03-03-2026 10:44,Crypto_Exchange,0
TX_1203,C_140,268.33,2026-03-04T16:34:00,Retail,0
TX_1204,C_293,,2026-03-01 22:16:00,Crypto_Exchange,0
TX_1204,C_224,,04/03/2026 02:35:00,Gaming,0
TX_1206,C_188,-$9999.00,03-07-2026 17:57,Utilities,0
TX_1207,C_111,USD 339.00,2026-03-07T19:39:00,Retail,0
TX_1208,C_154,USD 650.72,2026-03-04 07:02:00,Retail,1
TX_1209,C_291,-$9999.00,05/03/2026 07:49:00,Utilities,0
TX_1210,C_271,65.90,03-01-2026 11:33,Retail,0
TX_1211,C_119,491.52,03-07-2026 12:34,,0
TX_1212,C_174,$347.25,04/03/2026 16:41:00,Gaming,0
TX_1213,C_217,782.21,03-02-2026 00:03,Gaming,0
TX_1214,C_211,,03-01-2026 21:28,Gaming,0
TX_1215,C_186,USD 286.44,2026-03-02T21:54:00,Utilities,0
TX_1216,C_235,,2026-03-04 23:24:00,,0
TX_1217,C_265,USD 204.65,2026-03-02 15:59:00,Travel,0
TX_1218,C_139,68.67,03-06-2026 14:55,Gaming,0
TX_1219,C_248,-$9999.00,2026-03-07 10:08:00,Gaming,0
TX_1220,C_180,USD 376.60,03-06-2026 08:02,,0
TX_1221,C_170,,2026-03-06T18:32:00,Dining,0
TX_1222,C_109,$316.58,2026-03-04T06:23:00,,0
TX_1223,C_123,,03-05-2026 08:59,Utilities,0
TX_1224,C_289,$385.02,07/03/2026 12:06:00,Dining,0
TX_1225,C_228,USD 814.28,2026-03-06T03:01:00,Gaming,0
TX_1226,C_187,76.26,2026-03-02T23:07:00,Travel,0
TX_1227,C_212,,2026-03-02 19:20:00,Dining,0
TX_1228,C_199,-$9999.00,2026-03-07T19:15:00,Gaming,0
TX_1229,C_185,$283.59,03-07-2026 08:21,Dining,0
TX_1230,C_268,,2026-03-04T19:01:00,Utilities,0
TX_1231,C_189,822.70,05/03/2026 11:01:00,Utilities,0
TX_1232,C_121,477.29,04/03/2026 17:41:00,,0
TX_1233,C_289,776.02,03-02-2026 01:31,Utilities,0
TX_1234,C_192,157.32,2026-03-03 10:29:00,Gaming,0
TX_1235,C_157,USD 135.93,2026-03-04T08:46:00,Utilities,0
TX_1236,C_289,,04/03/2026 19:57:00,Utilities,0
TX_1237,C_141,USD 707.49,03-02-2026 21:12,Retail,0
TX_1238,C_273,205.71,2026-03-06 01:17:00,Gaming,0
TX_1239,C_214,USD 456.24,03-04-2026 12:30,Gaming,0
TX_1240,C_273,,2026-03-06 06:04:00,Gaming,0
TX_1241,C_235,-$9999.00,03/03/2026 06:31:00,Gaming,0
TX_1242,C_264,-$9999.00,2026-03-07T07:25:00,,0
TX_1243,C_131,75.87,2026-03-02 19:46:00,Crypto_Exchange,0
TX_1244,C_137,-$9999.00,03-03-2026 12:37,Dining,0
TX_1245,C_206,$340.00,05/03/2026 06:06:00,Crypto_Exchange,0
TX_1246,C_195,USD 28.82,2026-03-02 03:03:00,Gaming,0
TX_1247,C_109,780.20,06/03/2026 09:00:00,Gaming,0
TX_1248,C_214,,2026-03-01T21:38:00,Dining,0
TX_1249,C_138,,03-07-2026 22:15,Retail,0
TX_1250,C_160,107.96,03-03-2026 17:06,,0
TX_1251,C_217,$98.67,2026-03-06T16:29:00,,0
TX_1252,C_161,126.32,2026-03-05T21:12:00,Utilities,0
TX_1253,C_246,-$9999.00,2026-03-01 23:22:00,Retail,0
TX_1254,C_239,,2026-03-06T18:36:00,Crypto_Exchange,0
TX_1255,C_111,331.91,2026-03-05 05:56:00,,1
TX_1256,C_117,208.75,2026-03-02 04:18:00,Travel,1
TX_1257,C_239,692.41,03-02-2026 23:48,,0
TX_1258,C_146,USD 58.32,2026-03-06T04:58:00,Dining,0
TX_1259,C_151,$271.68,03-04-2026 12:40,Gaming,0
TX_1260,C_164,$641.53,2026-03-03 04:11:00,Dining,0
TX_1261,C_112,285.48,2026-03-02 09:59:00,Crypto_Exchange,0
TX_1262,C_290,-$9999.00,2026-03-05 09:34:00,Travel,0
TX_1263,C_227,786.04,2026-03-06 21:47:00,Gaming,0
TX_1264,C_208,$368.86,2026-03-03 01:16:00,Dining,0
TX_1265,C_183,254.82,03-06-2026 01:45,Travel,0
TX_1266,C_189,-$9999.00,03-05-2026 00:16,Dining,0
TX_1267,C_114,$572.15,2026-03-05 14:55:00,Utilities,0
TX_1268,C_273,USD 810.11,03-02-2026 14:59,Retail,0
TX_1269,C_160,314.55,2026-03-05T08:32:00,Utilities,0
TX_1270,C_215,319.35,01/03/2026 20:59:00,Utilities,0
TX_1271,C_180,240.49,2026-03-02T06:58:00,,0
TX_1272,C_232,-$9999.00,2026-03-02 08:09:00,Gaming,0
TX_1273,C_214,USD 846.93,03-04-2026 05:58,Travel,0
TX_1274,C_118,-$9999.00,2026-03-06T01:32:00,Gaming,0
TX_1275,C_181,298.57,2026-03-01 17:43:00,Dining,0
TX_1276,C_282,788.59,2026-03-02 23:32:00,Utilities,0
TX_1277,C_151,USD 205.04,2026-03-06T14:54:00,Dining,0
TX_1278,C_194,-$9999.00,07/03/2026 06:38:00,Utilities,0
TX_1279,C_116,341.45,03-06-2026 10:42,Gaming,0
TX_1280,C_247,$110.90,2026-03-04T14:34:00,Crypto_Exchange,0
TX_1281,C_232,113.44,07/03/2026 06:32:00,Gaming,0
TX_1282,C_210,,2026-03-01T15:07:00,Utilities,0
TX_1283,C_142,USD 277.65,2026-03-03 13:34:00,Utilities,0
TX_1284,C_120,170.88,2026-03-07 06:24:00,Travel,0
TX_1285,C_257,,02/03/2026 22:02:00,Travel,0
TX_1286,C_284,,2026-03-07T09:54:00,Gaming,0
TX_1287,C_120,$806.52,2026-03-07 13:29:00,,0
TX_1288,C_246,-$9999.00,03-01-2026 08:16,,0
TX_1289,C_264,413.09,2026-03-05 14:53:00,Crypto_Exchange,0
TX_1290,C_115,USD 376.47,03-06-2026 12:13,Travel,0
TX_1291,C_136,732.95,2026-03-04 15:11:00,Crypto_Exchange,0
TX_1292,C_194,,04/03/2026 15:08:00,Crypto_Exchange,0
TX_1293,C_215,USD 124.04,2026-03-01 13:49:00,Crypto_Exchange,0
TX_1294,C_207,USD 818.47,2026-03-02 19:36:00,Utilities,0
TX_1295,C_148,USD 426.03,03-06-2026 20:33,Crypto_Exchange,0
TX_1296,C_227,$81.09,03-05-2026 11:22,Travel,0
TX_1297,C_190,$47.71,03-06-2026 15:08,Dining,0
TX_1298,C_127,-$9999.00,2026-03-04 00:13:00,Gaming,0
TX_1299,C_111,-$9999.00,07/03/2026 09:24:00,Dining,0
TX_1300,C_118,-$9999.00,2026-03-07 06:08:00,Gaming,0
TX_1301,C_274,,03-02-2026 02:24,Dining,0
TX_1302,C_186,,02/03/2026 15:23:00,Utilities,0
TX_1303,C_228,$43.28,2026-03-02 13:25:00,Gaming,0
TX_1304,C_216,USD 517.29,06/03/2026 20:46:00,Dining,0
TX_1305,C_181,USD 337.05,2026-03-04 09:42:00,Utilities,0
TX_1306,C_236,-$9999.00,03-04-2026 09:51,Gaming,1
TX_1307,C_184,97.62,2026-03-05 17:44:00,Gaming,0
TX_1308,C_276,27.52,2026-03-06 09:35:00,,0
TX_1309,C_298,,03-01-2026 14:01,Travel,0
TX_1310,C_284,,05/03/2026 07:49:00,Gaming,0
TX_1311,C_108,,02/03/2026 06:00:00,Retail,0
TX_1312,C_207,USD 353.95,03-03-2026 07:40,Utilities,0
TX_1313,C_220,619.65,02/03/2026 13:42:00,Utilities,0
TX_1314,C_269,-$9999.00,04/03/2026 13:40:00,Crypto_Exchange,0
TX_1315,C_187,,03-04-2026 00:11,Travel,0
TX_1316,C_171,,2026-03-04 09:16:00,,0
TX_1317,C_280,-$9999.00,2026-03-04 23:14:00,Dining,0
TX_1318,C_273,,2026-03-05 11:44:00,Gaming,0
TX_1319,C_174,$248.05,2026-03-01 21:34:00,Crypto_Exchange,0
TX_1320,C_291,-$9999.00,2026-03-07 03:04:00,Utilities,0
TX_1321,C_135,$525.25,07/03/2026 16:14:00,Travel,1
TX_1322,C_235,USD 544.06,2026-03-01T14:20:00,Crypto_Exchange,0
TX_1323,C_220,$580.61,2026-03-02T13:32:00,Utilities,0
TX_1324,C_140,-$9999.00,03-06-2026 09:53,,0
TX_1325,C_173,246.18,2026-03-01T16:09:00,,0
TX_1326,C_236,616.03,01/03/2026 10:11:00,Crypto_Exchange,0
TX_1327,C_145,$847.61,03-05-2026 12:24,Travel,0
TX_1328,C_174,$12.83,2026-03-07T11:05:00,Dining,0
TX_1329,C_264,,03-02-2026 12:38,Dining,0
TX_1330,C_128,142.31,2026-03-06 05:18:00,,0
TX_1331,C_288,673.20,07/03/2026 11:02:00,Travel,0
TX_1332,C_263,-$9999.00,2026-03-06 20:42:00,Retail,0
TX_1333,C_124,USD 834.52,2026-03-06 10:22:00,Travel,1
TX_1334,C_198,USD 382.49,2026-03-04 00:54:00,Dining,0
TX_1335,C_246,$226.01,05/03/2026 02:10:00,Retail,0
TX_1336,C_219,139.96,2026-03-06 17:13:00,,0
TX_1337,C_175,524.36,03/03/2026 11:50:00,Crypto_Exchange,0
TX_1338,C_291,,03-07-2026 05:58,Gaming,0
TX_1339,C_270,USD 648.77,2026-03-07T18:41:00,Utilities,0
TX_1340,C_280,71.00,2026-03-07T10:03:00,Retail,0
TX_1341,C_229,USD 488.93,02/03/2026 16:55:00,Dining,0
TX_1342,C_213,$579.85,03-07-2026 15:14,Retail,0
TX_1343,C_214,$388.15,03-06-2026 20:09,Crypto_Exchange,0
TX_1344,C_243,-$9999.00,2026-03-04T12:09:00,Crypto_Exchange,0
TX_1345,C_100,189.13,2026-03-01T19:56:00,Crypto_Exchange,0
TX_1346,C_116,,03-01-2026 18:50,Retail,0
TX_1347,C_146,USD 652.12,2026-03-05 18:47:00,Crypto_Exchange,0
TX_1348,C_196,-$9999.00,07/03/2026 03:15:00,,0
TX_1349,C_130,USD 843.96,05/03/2026 11:19:00,,0
TX_1350,C_100,$831.82,03-06-2026 06:25,Utilities,0
TX_1351,C_158,USD 394.23,2026-03-02 18:21:00,Travel,0
TX_1352,C_285,$32.22,2026-03-05T18:28:00,Travel,0
TX_1353,C_125,,2026-03-07T19:14:00,Travel,0
TX_1354,C_202,-$9999.00,2026-03-03T11:19:00,Travel,0
TX_1355,C_174,USD 694.34,2026-03-07 13:18:00,Utilities,0
TX_1356,C_272,205.18,02/03/2026 15:07:00,Crypto_Exchange,0
TX_1357,C_115,,03-02-2026 23:49,Utilities,0
TX_1358,C_188,572.28,2026-03-06 23:12:00,,0
TX_1359,C_138,323.11,03-07-2026 02:53,Travel,0
TX_1360,C_176,126.98,2026-03-06T06:26:00,Utilities,0
TX_1361,C_206,,05/03/2026 10:03:00,Dining,0
TX_1362,C_265,$784.28,2026-03-05T05:19:00,Utilities,0
TX_1363,C_148,$231.85,2026-03-07T21:11:00,Gaming,0
TX_1364,C_294,,07/03/2026 08:36:00,Crypto_Exchange,0
TX_1365,C_185,813.68,01/03/2026 04:11:00,Travel,0
TX_1366,C_130,849.64,06/03/2026 10:46:00,,0
TX_1367,C_152,-$9999.00,2026-03-07 06:45:00,Gaming,0
TX_1368,C_219,,2026-03-04 12:13:00,Dining,0
TX_1369,C_227,-$9999.00,2026-03-06 08:12:00,Travel,0
TX_1370,C_205,$480.33,03/03/2026 12:25:00,Retail,0
TX_1371,C_249,,04/03/2026 08:36:00,Travel,0
TX_1372,C_197,,2026-03-06 16:20:00,Dining,0
TX_1373,C_225,547.23,03-06-2026 13:57,Travel,0
TX_1374,C_190,USD 123.26,03-07-2026 05:14,Travel,0
TX_1375,C_238,813.87,2026-03-06T23:04:00,Gaming,0
TX_1376,C_271,$650.87,05/03/2026 16:36:00,Gaming,0
TX_1377,C_117,132.62,03-03-2026 11:43,Dining,0
TX_1378,C_263,794.15,03-06-2026 11:56,Retail,1
TX_1379,C_241,-$9999.00,2026-03-07 00:33:00,Utilities,0
TX_1380,C_104,,05/03/2026 21:34:00,Retail,0
TX_1381,C_234,USD 208.62,2026-03-06 23:45:00,Gaming,0
TX_1382,C_201,$320.23,03-05-2026 14:52,Utilities,0
TX_1383,C_278,USD 258.48,2026-03-01T22:00:00,Retail,0
TX_1384,C_196,,01/03/2026 02:34:00,Retail,0
TX_1385,C_211,667.8,2026-03-07T10:30:00,Utilities,0
TX_1386,C_158,USD 766.58,03-07-2026 10:46,Dining,1
TX_1387,C_119,787.12,2026-03-07T04:17:00,Travel,0
TX_1388,C_180,$817.44,07/03/2026 16:17:00,Gaming,0
TX_1389,C_201,$257.89,07/03/2026 09:59:00,Utilities,0
TX_1390,C_199,762.56,03-04-2026 18:35,Gaming,0
TX_1391,C_276,71.27,2026-03-04T22:26:00,Retail,0
TX_1392,C_119,516.37,03-07-2026 18:38,Gaming,0
TX_1393,C_262,667.10,03-06-2026 03:01,Travel,0
TX_1394,C_196,-$9999.00,03-07-2026 15:58,Retail,0
TX_1395,C_175,USD 607.58,2026-03-01 22:24:00,Travel,0
TX_1396,C_300,135.36,2026-03-05 10:23:00,Dining,0
TX_1397,C_101,380.80,2026-03-04T01:39:00,Travel,0
TX_1398,C_210,-$9999.00,03-06-2026 19:55,Retail,1
TX_1399,C_190,,2026-03-07 19:18:00,Gaming,0
TX_1400,C_174,-$9999.00,01/03/2026 23:07:00,Utilities,0
TX_1401,C_275,-$9999.00,2026-03-04 01:25:00,Dining,0
TX_1402,C_116,USD 372.30,2026-03-05 18:59:00,Crypto_Exchange,0
TX_1403,C_192,802.87,06/03/2026 15:23:00,Crypto_Exchange,0
TX_1404,C_177,$806.76,03-04-2026 18:43,Gaming,0
TX_1405,C_212,368.87,07/03/2026 18:18:00,Dining,0
TX_1406,C_277,USD 409.76,03-03-2026 00:30,Dining,0
TX_1407,C_277,419.9,07/03/2026 13:15:00,Dining,0
TX_1408,C_200,101.24,07/03/2026 09:58:00,Utilities,0
TX_1409,C_146,653.64,03-01-2026 07:20,,0
