timestamp,turbine_id,vibration_hz,temp_celsius,rpm
2026-03-01 20:45:00,Turbine_Alpha,54.46,68.62,1476.0
2026-03-02 09:45:00,Turbine_Gamma,,72.91,1476.3
2026-03-03 00:50:00,Turbine_Gamma,61.16,76.53,1502.3
2026-03-02 00:15:00,Turbine_Beta,50.15,74.27,1491.9
2026-03-02 20:30:00,Turbine_Alpha,54.19,71.5,1516.6
2026-03-02 16:30:00,Turbine_Beta,51.67,,1536.2
2026-03-02 23:10:00,Turbine_Alpha,50.75,78.83,1517.1
2026-03-01 02:05:00,Turbine_Gamma,52.9,,1487.6
2026-03-01 04:00:00,Turbine_Beta,55.14,76.18,1409.7
2026-03-02 22:25:00,Turbine_Gamma,57.76,72.96,1541.4
2026-03-01 00:00:00,Turbine_Alpha,54.22,76.64,1490.2
2026-03-01 16:20:00,Turbine_Beta,53.01,,1432.1
2026-03-02 18:00:00,Turbine_Alpha,49.28,77.62,1473.0
2026-03-01 07:25:00,Turbine_Gamma,56.43,79.29,1581.0
2026-03-01 03:15:00,Turbine_Beta,,73.37,1436.7
2026-03-02 23:50:00,Turbine_Gamma,51.59,77.33,1470.0
2026-03-01 22:10:00,Turbine_Beta,54.36,74.13,1555.0
2026-03-02 03:20:00,Turbine_Beta,50.62,75.35,1493.4
2026-03-01 06:50:00,Turbine_Gamma,51.35,81.46,1455.3
2026-03-02 16:50:00,Turbine_Alpha,56.15,75.16,1571.2
2026-03-01 06:45:00,Turbine_Alpha,99999.0,78.73,1555.1
2026-03-01 12:10:00,Turbine_Beta,48.62,79.36,1550.3
2026-03-02 19:55:00,Turbine_Gamma,50.4,79.37,1479.6
2026-03-02 08:50:00,Turbine_Gamma,53.2,,1434.4
2026-03-01 09:05:00,Turbine_Alpha,56.23,75.55,1587.3
2026-03-03 01:05:00,Turbine_Beta,99999.0,75.56,1519.4
2026-03-02 01:05:00,Turbine_Gamma,51.96,70.81,1590.8
2026-03-01 13:35:00,Turbine_Gamma,54.99,76.32,1481.0
2026-03-02 14:40:00,Turbine_Beta,52.7,,1485.0
2026-03-02 18:20:00,Turbine_Beta,47.02,74.02,1513.4
2026-03-02 18:25:00,Turbine_Gamma,49.2,,1493.9
2026-03-01 10:55:00,Turbine_Gamma,50.17,77.23,1563.4
2026-03-02 08:55:00,Turbine_Beta,54.65,72.96,1467.3
2026-03-01 17:00:00,Turbine_Beta,50.35,76.47,1495.7
2026-03-01 07:10:00,Turbine_Beta,54.73,77.68,1478.8
2026-03-01 17:40:00,Turbine_Alpha,46.78,76.03,1613.6
2026-03-02 14:25:00,Turbine_Beta,46.04,77.48,1513.3
2026-03-02 13:00:00,Turbine_Beta,,73.08,1602.8
2026-03-01 11:30:00,Turbine_Gamma,53.88,81.14,1541.4
2026-03-02 17:50:00,Turbine_Gamma,56.8,80.79,1497.5
2026-03-02 05:50:00,Turbine_Alpha,,75.31,1526.0
2026-03-01 13:15:00,Turbine_Alpha,53.21,72.83,1517.6
2026-03-02 09:15:00,Turbine_Alpha,60.55,82.54,1484.0
2026-03-02 01:35:00,Turbine_Beta,47.35,75.38,1409.1
2026-03-01 03:05:00,Turbine_Alpha,51.08,73.9,1469.3
2026-03-02 19:30:00,Turbine_Gamma,52.64,75.29,1437.5
2026-03-02 07:15:00,Turbine_Alpha,44.95,79.03,1517.9
2026-03-01 06:25:00,Turbine_Alpha,99999.0,72.27,1500.8
2026-03-02 14:50:00,Turbine_Alpha,46.66,79.62,1474.6
2026-03-01 21:35:00,Turbine_Gamma,51.38,78.95,1558.3
2026-03-02 08:05:00,Turbine_Beta,56.17,80.62,1500.6
2026-03-01 01:40:00,Turbine_Gamma,,83.09,1615.1
2026-03-02 03:35:00,Turbine_Gamma,49.24,73.69,1493.1
2026-03-01 21:25:00,Turbine_Gamma,53.97,69.03,1490.2
2026-03-02 07:30:00,Turbine_Beta,47.09,70.72,1596.5
2026-03-02 05:45:00,Turbine_Alpha,47.39,64.64,1500.3
2026-03-01 21:30:00,Turbine_Beta,52.12,77.3,1467.2
2026-03-01 04:40:00,Turbine_Beta,51.61,81.29,1510.4
2026-03-01 18:45:00,Turbine_Gamma,54.62,73.79,1488.2
2026-03-02 07:10:00,Turbine_Gamma,50.62,71.82,1492.2
2026-03-01 05:10:00,Turbine_Beta,51.81,78.33,1396.0
2026-03-02 15:35:00,Turbine_Gamma,,79.97,1430.7
2026-03-02 16:45:00,Turbine_Alpha,53.98,70.32,1453.8
2026-03-02 11:25:00,Turbine_Beta,45.29,74.93,1474.9
2026-03-01 10:20:00,Turbine_Alpha,,75.91,1438.9
2026-03-02 04:05:00,Turbine_Alpha,48.8,70.5,1508.5
2026-03-01 23:20:00,Turbine_Alpha,54.09,72.82,1506.7
2026-03-01 02:50:00,Turbine_Gamma,52.17,76.4,1454.8
2026-03-02 02:45:00,Turbine_Alpha,57.38,70.54,1444.2
2026-03-02 09:00:00,Turbine_Alpha,54.16,70.83,1513.2
2026-03-01 21:00:00,Turbine_Gamma,50.93,76.47,1559.1
2026-03-01 00:45:00,Turbine_Beta,,74.2,1493.0
2026-03-02 14:35:00,Turbine_Beta,53.08,74.34,1489.0
2026-03-01 04:05:00,Turbine_Alpha,56.78,78.55,1590.8
2026-03-01 17:20:00,Turbine_Alpha,52.22,77.27,1553.8
2026-03-01 22:35:00,Turbine_Beta,55.5,73.98,1489.1
2026-03-02 04:40:00,Turbine_Gamma,53.92,73.27,1558.3
2026-03-02 12:50:00,Turbine_Alpha,51.19,75.01,1477.3
2026-03-02 10:40:00,Turbine_Beta,42.71,75.46,1464.5
2026-03-02 10:45:00,Turbine_Gamma,53.06,74.92,1490.6
2026-03-02 20:45:00,Turbine_Beta,53.75,75.8,1421.1
2026-03-02 08:10:00,Turbine_Gamma,55.61,75.86,1524.3
2026-03-01 15:30:00,Turbine_Alpha,50.85,67.9,1525.3
2026-03-01 22:30:00,Turbine_Beta,52.99,74.89,1519.9
2026-03-02 14:15:00,Turbine_Gamma,48.51,70.29,1430.7
2026-03-02 06:35:00,Turbine_Beta,57.26,71.89,1453.2
2026-03-02 11:10:00,Turbine_Beta,47.86,82.42,1540.2
2026-03-01 23:35:00,Turbine_Gamma,50.03,77.81,1523.3
2026-03-01 22:15:00,Turbine_Gamma,59.81,72.1,1509.9
2026-03-01 10:45:00,Turbine_Gamma,56.77,83.13,1507.1
2026-03-01 02:10:00,Turbine_Alpha,53.91,76.1,1517.7
2026-03-02 05:30:00,Turbine_Gamma,55.65,77.67,1507.5
2026-03-02 07:35:00,Turbine_Gamma,50.72,68.61,1448.2
2026-03-01 02:35:00,Turbine_Alpha,54.56,69.13,1505.0
2026-03-02 06:00:00,Turbine_Beta,,71.28,1521.0
2026-03-02 11:35:00,Turbine_Beta,50.62,76.28,1442.2
2026-03-02 22:55:00,Turbine_Alpha,52.62,73.52,1489.9
2026-03-01 23:00:00,Turbine_Gamma,47.62,79.66,1559.2
2026-03-02 08:25:00,Turbine_Beta,49.75,65.62,1515.9
2026-03-01 06:10:00,Turbine_Gamma,51.91,,1479.7
2026-03-02 03:00:00,Turbine_Alpha,56.32,77.91,1458.3
2026-03-02 15:30:00,Turbine_Beta,49.42,83.91,1528.7
2026-03-02 03:45:00,Turbine_Beta,53.0,75.42,1493.4
2026-03-02 01:50:00,Turbine_Gamma,54.72,73.22,1522.4
2026-03-01 05:05:00,Turbine_Beta,49.78,76.35,1599.9
2026-03-02 20:15:00,Turbine_Beta,51.0,75.39,1364.5
2026-03-01 15:35:00,Turbine_Alpha,46.55,82.78,1497.3
2026-03-01 02:00:00,Turbine_Alpha,55.05,71.91,1400.9
2026-03-02 10:10:00,Turbine_Beta,54.91,80.53,1534.5
2026-03-01 03:50:00,Turbine_Gamma,56.36,69.5,1473.0
2026-03-02 00:25:00,Turbine_Beta,55.22,76.22,1492.6
2026-03-03 00:30:00,Turbine_Gamma,50.17,81.01,1479.2
2026-03-02 02:40:00,Turbine_Alpha,48.99,78.7,1437.0
2026-03-01 19:05:00,Turbine_Alpha,51.57,74.83,1414.8
2026-03-01 13:10:00,Turbine_Beta,48.27,80.83,1465.8
2026-03-01 03:45:00,Turbine_Gamma,45.97,76.05,1531.9
2026-03-02 11:05:00,Turbine_Alpha,57.05,76.34,1521.3
2026-03-02 10:35:00,Turbine_Gamma,50.19,78.74,1598.4
2026-03-02 20:35:00,Turbine_Alpha,49.02,70.15,1535.9
2026-03-02 01:10:00,Turbine_Gamma,50.24,79.85,1514.2
2026-03-01 20:30:00,Turbine_Alpha,52.26,72.58,1461.5
2026-03-02 06:10:00,Turbine_Alpha,45.73,75.13,1553.5
2026-03-02 19:40:00,Turbine_Beta,48.14,76.81,1548.0
2026-03-01 14:55:00,Turbine_Alpha,56.78,69.87,1444.3
2026-03-01 07:20:00,Turbine_Gamma,56.26,78.32,1428.4
2026-03-02 11:00:00,Turbine_Gamma,52.07,69.99,1476.0
2026-03-01 13:45:00,Turbine_Gamma,99999.0,76.88,1515.2
2026-03-02 17:05:00,Turbine_Beta,51.53,69.86,1444.8
2026-03-02 15:40:00,Turbine_Beta,54.82,73.4,1520.8
2026-03-02 07:40:00,Turbine_Gamma,53.84,72.83,1604.4
2026-03-02 21:25:00,Turbine_Beta,51.33,76.08,1511.2
2026-03-01 20:40:00,Turbine_Gamma,,71.42,1541.8
2026-03-01 09:50:00,Turbine_Gamma,40.41,,1473.5
2026-03-02 18:45:00,Turbine_Alpha,47.71,78.08,1495.7
2026-03-02 23:35:00,Turbine_Alpha,52.81,72.65,1492.4
2026-03-01 21:45:00,Turbine_Alpha,56.07,75.6,1509.7
2026-03-01 07:00:00,Turbine_Alpha,58.71,74.11,1451.3
2026-03-01 11:10:00,Turbine_Alpha,55.94,78.27,1468.2
2026-03-01 05:15:00,Turbine_Alpha,47.78,72.52,1528.5
2026-03-02 00:30:00,Turbine_Gamma,50.27,79.54,1535.6
2026-03-01 18:35:00,Turbine_Beta,54.35,81.94,1538.6
2026-03-03 00:15:00,Turbine_Alpha,47.07,73.07,1508.7
2026-03-02 19:20:00,Turbine_Gamma,54.14,71.52,1477.9
2026-03-01 09:30:00,Turbine_Alpha,99999.0,81.56,1513.2
2026-03-02 05:40:00,Turbine_Beta,56.27,77.88,1487.3
2026-03-01 00:05:00,Turbine_Beta,62.68,73.3,1493.1
2026-03-02 02:05:00,Turbine_Beta,54.52,77.09,1438.5
2026-03-02 04:30:00,Turbine_Alpha,99999.0,75.54,1448.2
2026-03-02 08:40:00,Turbine_Beta,48.8,76.14,1524.0
2026-03-01 14:35:00,Turbine_Gamma,56.15,,1483.3
2026-03-02 20:40:00,Turbine_Gamma,49.78,76.36,1405.5
2026-03-02 19:50:00,Turbine_Beta,54.08,67.66,1486.9
2026-03-01 04:15:00,Turbine_Alpha,54.11,73.61,1464.4
2026-03-02 11:30:00,Turbine_Gamma,52.27,77.05,1504.3
2026-03-02 23:25:00,Turbine_Beta,,,1417.6
2026-03-01 12:15:00,Turbine_Beta,49.68,71.25,1464.1
2026-03-02 18:50:00,Turbine_Alpha,53.74,75.07,1588.2
2026-03-01 20:25:00,Turbine_Gamma,55.69,71.72,1521.4
2026-03-01 10:05:00,Turbine_Alpha,56.46,74.29,1518.7
2026-03-03 01:15:00,Turbine_Alpha,53.11,70.31,1461.5
2026-03-02 14:00:00,Turbine_Gamma,54.63,77.03,1522.3
2026-03-02 07:45:00,Turbine_Beta,,,1515.7
2026-03-01 09:10:00,Turbine_Gamma,55.28,76.14,1516.2
2026-03-01 06:35:00,Turbine_Gamma,50.1,76.41,1648.6
2026-03-01 19:30:00,Turbine_Beta,62.09,75.48,1587.1
2026-03-02 17:30:00,Turbine_Gamma,48.02,72.29,1482.7
2026-03-01 23:05:00,Turbine_Gamma,57.71,73.73,1373.6
2026-03-01 04:20:00,Turbine_Gamma,59.7,,1498.6
2026-03-02 07:50:00,Turbine_Beta,53.98,69.25,1501.5
2026-03-02 15:10:00,Turbine_Beta,48.19,73.71,1534.8
2026-03-01 08:15:00,Turbine_Gamma,49.57,73.76,1497.0
2026-03-01 01:25:00,Turbine_Alpha,57.96,81.42,1487.7
2026-03-02 22:45:00,Turbine_Alpha,46.74,79.8,1482.6
2026-03-02 18:30:00,Turbine_Alpha,47.83,74.6,1518.0
2026-03-02 01:55:00,Turbine_Alpha,52.68,70.75,1473.1
2026-03-02 11:15:00,Turbine_Gamma,58.91,72.87,1414.0
2026-03-02 13:05:00,Turbine_Beta,51.58,74.0,1503.2
2026-03-01 02:20:00,Turbine_Alpha,53.91,76.61,1495.1
2026-03-02 06:05:00,Turbine_Beta,53.57,69.18,1438.9
2026-03-02 05:10:00,Turbine_Gamma,51.99,79.35,1567.4
2026-03-02 12:30:00,Turbine_Alpha,51.6,66.57,1529.6
2026-03-02 06:25:00,Turbine_Gamma,47.81,78.16,-500.0
2026-03-01 18:20:00,Turbine_Gamma,54.3,79.16,1417.1
2026-03-01 06:55:00,Turbine_Gamma,54.27,70.76,1428.2
2026-03-03 01:20:00,Turbine_Alpha,43.28,76.67,1501.6
2026-03-01 00:10:00,Turbine_Alpha,58.57,75.57,1451.0
2026-03-01 11:00:00,Turbine_Gamma,54.1,67.56,1438.7
2026-03-01 07:50:00,Turbine_Alpha,54.74,67.95,1490.1
2026-03-01 02:25:00,Turbine_Alpha,49.27,70.58,-500.0
2026-03-01 19:20:00,Turbine_Gamma,46.9,77.72,1511.2
2026-03-01 21:55:00,Turbine_Alpha,53.84,74.45,1564.3
2026-03-03 01:35:00,Turbine_Alpha,53.62,73.91,1547.1
2026-03-02 02:55:00,Turbine_Gamma,,73.67,1477.6
2026-03-01 08:45:00,Turbine_Beta,50.93,70.11,1474.8
2026-03-02 21:00:00,Turbine_Gamma,49.83,67.25,1549.9
2026-03-02 05:25:00,Turbine_Gamma,50.16,73.3,1536.8
2026-03-01 02:55:00,Turbine_Alpha,44.42,80.19,1454.6
2026-03-01 08:25:00,Turbine_Gamma,50.5,66.65,1592.4
2026-03-01 07:55:00,Turbine_Alpha,48.75,70.91,1579.0
2026-03-01 01:05:00,Turbine_Gamma,52.96,78.78,1422.0
2026-03-02 13:50:00,Turbine_Gamma,49.17,85.06,1586.7
2026-03-02 00:05:00,Turbine_Alpha,53.37,71.91,1523.2
2026-03-01 07:30:00,Turbine_Alpha,52.03,71.48,1453.7
2026-03-01 04:25:00,Turbine_Gamma,58.33,72.36,1532.4
2026-03-02 18:05:00,Turbine_Beta,58.0,73.86,1517.4
2026-03-01 03:55:00,Turbine_Gamma,99999.0,77.66,1588.5
2026-03-01 12:55:00,Turbine_Alpha,50.91,79.41,1460.8
2026-03-02 10:20:00,Turbine_Alpha,56.99,75.24,1399.0
2026-03-02 05:00:00,Turbine_Alpha,48.21,76.7,1472.2
2026-03-03 00:25:00,Turbine_Alpha,53.91,72.34,1428.8
2026-03-03 00:40:00,Turbine_Gamma,47.57,75.19,1483.1
2026-03-02 14:20:00,Turbine_Gamma,51.82,73.61,1498.1
2026-03-01 16:25:00,Turbine_Beta,55.59,78.61,1479.3
2026-03-01 22:45:00,Turbine_Beta,99999.0,66.84,1530.6
2026-03-01 02:40:00,Turbine_Alpha,,77.84,1492.0
2026-03-02 01:40:00,Turbine_Beta,50.59,74.27,1473.4
2026-03-01 08:40:00,Turbine_Gamma,51.19,78.56,1557.2
2026-03-02 07:20:00,Turbine_Alpha,50.56,76.41,1507.7
2026-03-02 19:35:00,Turbine_Gamma,46.11,74.73,1490.3
2026-03-01 14:05:00,Turbine_Alpha,52.83,74.34,1549.8
2026-03-01 06:30:00,Turbine_Alpha,53.51,75.14,1582.6
2026-03-02 01:25:00,Turbine_Gamma,54.57,75.92,1503.8
2026-03-01 01:20:00,Turbine_Gamma,57.24,71.57,1416.4
2026-03-01 00:55:00,Turbine_Gamma,49.7,76.48,1595.0
2026-03-02 23:05:00,Turbine_Beta,55.53,71.83,1489.4
2026-03-02 18:10:00,Turbine_Beta,54.99,72.0,1525.8
2026-03-01 22:55:00,Turbine_Beta,53.21,73.43,1365.5
2026-03-02 03:55:00,Turbine_Alpha,54.2,80.71,1592.1
2026-03-02 14:30:00,Turbine_Gamma,54.84,80.16,1587.9
2026-03-01 17:50:00,Turbine_Alpha,49.92,72.37,1501.6
2026-03-01 09:35:00,Turbine_Gamma,51.62,70.6,1451.1
2026-03-01 14:25:00,Turbine_Gamma,50.08,71.71,1540.1
2026-03-01 15:05:00,Turbine_Gamma,54.2,73.82,1492.3
2026-03-02 12:20:00,Turbine_Beta,52.5,76.41,1578.4
2026-03-02 13:15:00,Turbine_Gamma,47.48,67.24,1514.8
2026-03-02 10:00:00,Turbine_Alpha,54.78,72.94,1471.5
2026-03-01 05:25:00,Turbine_Alpha,57.46,,1563.6
2026-03-02 00:35:00,Turbine_Beta,49.88,71.5,1543.6
2026-03-01 05:55:00,Turbine_Beta,99999.0,76.86,1642.9
2026-03-02 09:35:00,Turbine_Beta,52.15,83.39,1419.6
2026-03-01 01:15:00,Turbine_Alpha,52.03,77.6,1404.7
2026-03-01 23:45:00,Turbine_Alpha,49.58,80.0,1551.3
2026-03-02 09:10:00,Turbine_Beta,52.49,78.82,1473.2
2026-03-02 20:05:00,Turbine_Alpha,51.86,75.5,1538.1
2026-03-02 15:55:00,Turbine_Alpha,56.31,78.29,1425.8
2026-03-01 17:45:00,Turbine_Beta,54.16,74.16,1512.6
2026-03-03 01:25:00,Turbine_Beta,53.36,73.51,1489.9
2026-03-02 15:20:00,Turbine_Alpha,49.75,68.43,1545.9
2026-03-01 13:20:00,Turbine_Gamma,47.8,74.32,1480.0
2026-03-02 09:05:00,Turbine_Gamma,48.07,74.29,1525.1
2026-03-01 14:30:00,Turbine_Beta,48.89,67.25,1434.7
2026-03-01 19:40:00,Turbine_Beta,54.04,73.06,1468.2
2026-03-02 07:55:00,Turbine_Alpha,46.62,73.95,1482.5
2026-03-01 23:30:00,Turbine_Beta,54.07,74.91,1442.3
2026-03-02 16:55:00,Turbine_Alpha,57.46,82.43,1456.5
2026-03-01 22:00:00,Turbine_Gamma,53.41,75.27,1429.0
2026-03-02 13:40:00,Turbine_Gamma,54.24,73.17,1464.2
2026-03-02 11:20:00,Turbine_Alpha,55.33,66.77,1542.9
2026-03-02 13:55:00,Turbine_Beta,55.11,72.66,1520.7
2026-03-02 03:15:00,Turbine_Gamma,59.18,76.59,1495.1
2026-03-02 05:55:00,Turbine_Gamma,47.14,74.84,1463.6
2026-03-02 20:25:00,Turbine_Beta,50.91,76.59,1479.0
2026-03-02 18:35:00,Turbine_Gamma,99999.0,74.73,1444.4
2026-03-02 11:55:00,Turbine_Gamma,54.7,73.29,1605.5
2026-03-01 20:05:00,Turbine_Alpha,50.76,71.6,1533.9
2026-03-02 21:35:00,Turbine_Gamma,52.1,79.43,1456.7
2026-03-02 00:40:00,Turbine_Alpha,46.22,70.5,1550.7
2026-03-01 17:15:00,Turbine_Alpha,,78.21,1493.0
2026-03-03 00:00:00,Turbine_Gamma,51.58,81.67,1469.8
2026-03-01 14:45:00,Turbine_Gamma,54.74,71.42,1399.8
2026-03-01 12:00:00,Turbine_Gamma,54.77,,1543.9
2026-03-01 12:45:00,Turbine_Gamma,55.53,73.31,1467.0
2026-03-01 00:20:00,Turbine_Alpha,57.68,79.24,1607.9
2026-03-01 11:05:00,Turbine_Alpha,53.07,66.39,1440.3
2026-03-01 23:10:00,Turbine_Alpha,,74.92,1409.2
2026-03-02 23:55:00,Turbine_Beta,45.75,67.8,1497.3
2026-03-02 01:45:00,Turbine_Beta,56.68,78.56,1446.9
2026-03-02 16:40:00,Turbine_Gamma,50.07,76.66,1557.2
2026-03-02 19:05:00,Turbine_Alpha,52.76,70.04,1437.1
2026-03-01 12:50:00,Turbine_Beta,50.91,,1391.6
2026-03-01 10:40:00,Turbine_Beta,53.37,77.34,1480.2
2026-03-01 14:00:00,Turbine_Gamma,51.79,76.02,1506.6
2026-03-02 04:45:00,Turbine_Gamma,54.46,79.9,1453.1
2026-03-01 08:20:00,Turbine_Beta,57.42,71.81,1509.3
2026-03-01 14:10:00,Turbine_Alpha,46.32,74.27,1553.3
2026-03-01 08:30:00,Turbine_Beta,49.43,77.19,1416.6
2026-03-02 06:15:00,Turbine_Beta,42.8,71.62,1487.5
2026-03-01 01:35:00,Turbine_Alpha,49.58,,1530.1
2026-03-01 15:20:00,Turbine_Beta,53.05,77.88,1521.2
2026-03-01 03:00:00,Turbine_Gamma,49.86,70.0,1633.2
2026-03-02 17:10:00,Turbine_Alpha,47.48,86.84,1450.8
2026-03-01 04:10:00,Turbine_Alpha,53.42,,1593.3
2026-03-01 09:40:00,Turbine_Beta,56.92,77.77,1506.7
2026-03-01 11:45:00,Turbine_Alpha,50.53,70.95,1417.2
2026-03-01 03:20:00,Turbine_Alpha,54.78,79.27,1478.7
2026-03-02 03:25:00,Turbine_Gamma,43.12,68.44,-500.0
2026-03-01 23:15:00,Turbine_Beta,52.05,70.94,1507.8
2026-03-02 19:00:00,Turbine_Beta,53.61,76.13,1504.4
2026-03-01 21:20:00,Turbine_Beta,99999.0,70.33,1494.6
2026-03-02 15:05:00,Turbine_Beta,52.91,71.07,1469.1
2026-03-01 03:30:00,Turbine_Alpha,51.69,,1534.5
2026-03-01 15:15:00,Turbine_Alpha,99999.0,76.29,1564.0
2026-03-01 03:10:00,Turbine_Gamma,51.62,83.78,1464.5
2026-03-02 12:40:00,Turbine_Gamma,55.08,73.69,1471.8
2026-03-01 11:15:00,Turbine_Gamma,50.0,77.35,1492.2
2026-03-01 09:55:00,Turbine_Gamma,48.68,83.07,1525.8
2026-03-01 18:50:00,Turbine_Beta,57.95,71.71,1495.7
2026-03-02 12:05:00,Turbine_Beta,56.81,70.92,1495.4
2026-03-01 01:00:00,Turbine_Alpha,54.1,79.79,1576.4
2026-03-01 16:15:00,Turbine_Alpha,51.22,74.93,1582.5
2026-03-01 11:35:00,Turbine_Gamma,47.99,79.21,1464.8
2026-03-02 16:10:00,Turbine_Gamma,49.04,70.52,1490.8
2026-03-01 21:10:00,Turbine_Gamma,54.61,75.41,1525.5
2026-03-02 21:40:00,Turbine_Beta,50.42,80.65,1441.2
2026-03-01 17:25:00,Turbine_Alpha,40.27,76.3,1494.9
2026-03-01 18:25:00,Turbine_Gamma,,79.3,1432.3
2026-03-01 19:55:00,Turbine_Beta,50.51,76.96,1473.8
2026-03-01 19:10:00,Turbine_Gamma,48.32,67.86,1484.7
2026-03-02 22:15:00,Turbine_Beta,,79.36,1568.4
2026-03-01 14:20:00,Turbine_Gamma,53.06,75.96,1598.4
2026-03-03 01:50:00,Turbine_Gamma,50.93,69.78,1453.2
2026-03-01 21:50:00,Turbine_Beta,50.09,81.25,1518.6
2026-03-01 19:50:00,Turbine_Gamma,51.39,74.14,1539.8
2026-03-02 19:10:00,Turbine_Beta,54.19,78.36,-500.0
2026-03-02 10:50:00,Turbine_Alpha,48.95,82.44,1403.5
2026-03-02 21:05:00,Turbine_Alpha,45.35,76.4,1560.2
2026-03-02 19:25:00,Turbine_Beta,39.06,70.39,1451.4
